PERMNO,date,TICKER,RET
10107,20010910,MSFT,0.039350
10107,20010917,MSFT,-0.081105
10107,20010918,MSFT,0.026649
10107,20010919,MSFT,-0.008284
10107,20010920,MSFT,-0.057732
10107,20010921,MSFT,-0.020686
10107,20010924,MSFT,0.046268
10107,20010925,MSFT,-0.013651
10107,20010926,MSFT,-0.020078
10107,20010927,MSFT,-0.006167
10107,20010928,MSFT,0.024219
10107,20011001,MSFT,0.012117
10107,20011002,MSFT,0.024329
10107,20011003,MSFT,0.059943
10107,20011004,MSFT,0.003735
10107,20011005,MSFT,0.022679
10107,20011008,MSFT,0.005544
10107,20011009,MSFT,-0.059959
10107,20011010,MSFT,0.017412
10107,20011011,MSFT,0.014592
10107,20011012,MSFT,0.001065
10107,20011015,MSFT,0.029798
10107,20011016,MSFT,0.006717
10107,20011017,MSFT,-0.041403
10107,20011018,MSFT,0.012850
10107,20011019,MSFT,0.020264
10107,20011022,MSFT,0.039033
10107,20011023,MSFT,0.004488
10107,20011024,MSFT,0.014728
10107,20011025,MSFT,0.020222
10107,20011026,MSFT,-0.005754
10107,20011029,MSFT,-0.041158
10107,20011030,MSFT,-0.012743
10107,20011031,MSFT,-0.012398
10107,20011101,MSFT,0.063457
10107,20011102,MSFT,-0.007115
10107,20011105,MSFT,0.030456
10107,20011106,MSFT,0.023866
10107,20011107,MSFT,-0.008182
10107,20011108,MSFT,0.002646
10107,20011109,MSFT,0.012263
10107,20011112,MSFT,0.008894
10107,20011113,MSFT,0.032072
10107,20011114,MSFT,-0.028719
10107,20011115,MSFT,0.002578
10107,20011116,MSFT,-0.005596
10107,20011119,MSFT,0.012015
10107,20011120,MSFT,-0.017133
10107,20011121,MSFT,-0.020642
10107,20011123,MSFT,0.010461
10107,20011126,MSFT,0.006489
10107,20011127,MSFT,-0.021492
10107,20011128,MSFT,-0.014747
10107,20011129,MSFT,0.032484
10107,20011130,MSFT,-0.009716
10107,20011203,MSFT,0.008721
10107,20011204,MSFT,0.018990
10107,20011205,MSFT,0.031818
10107,20011206,MSFT,0.008076
10107,20011207,MSFT,-0.011945
10107,20011210,MSFT,-0.011352
10107,20011211,MSFT,0.003877
10107,20011212,MSFT,0.009358
10107,20011213,MSFT,-0.024724
10107,20011214,MSFT,0.017655
10107,20011217,MSFT,0.022835
10107,20011218,MSFT,0.004204
10107,20011219,MSFT,0.003176
10107,20011220,MSFT,-0.039286
10107,20011221,MSFT,0.011684
10107,20011224,MSFT,-0.003998
10107,20011226,MSFT,0.006095
10107,20011227,MSFT,0.002512
10107,20011228,MSFT,0.000295
10107,20011231,MSFT,-0.023869
10107,20020102,MSFT,0.011925
10107,20020103,MSFT,0.032667
10107,20020104,MSFT,-0.004767
10107,20020107,MSFT,-0.004935
10107,20020108,MSFT,0.011960
10107,20020109,MSFT,-0.009657
10107,20020110,MSFT,0.008296
10107,20020111,MSFT,-0.009671
10107,20020114,MSFT,-0.002041
10107,20020115,MSFT,0.015773
10107,20020116,MSFT,-0.024155
10107,20020117,MSFT,0.029321
10107,20020118,MSFT,-0.053822
10107,20020122,MSFT,-0.024811
10107,20020123,MSFT,-0.011170
10107,20020124,MSFT,0.013492
10107,20020125,MSFT,-0.012384
10107,20020128,MSFT,0.000313
10107,20020129,MSFT,-0.023504
10107,20020130,MSFT,0.008504
10107,20020131,MSFT,0.013683
10107,20020201,MSFT,-0.016481
10107,20020204,MSFT,-0.024577
10107,20020205,MSFT,0.000491
10107,20020206,MSFT,-0.012265
10107,20020207,MSFT,-0.009934
10107,20020208,MSFT,0.014214
10107,20020211,MSFT,0.007914
10107,20020212,MSFT,-0.016195
10107,20020213,MSFT,0.027935
10107,20020214,MSFT,-0.002265
10107,20020215,MSFT,-0.023508
10107,20020219,MSFT,-0.021584
10107,20020220,MSFT,0.016460
10107,20020221,MSFT,-0.030885
10107,20020222,MSFT,-0.001034
10107,20020225,MSFT,0.018796
10107,20020226,MSFT,-0.008971
10107,20020227,MSFT,-0.002733
10107,20020228,MSFT,-0.000856
10107,20020301,MSFT,0.051937
10107,20020304,MSFT,0.031449
10107,20020305,MSFT,-0.003475
10107,20020306,MSFT,0.008719
10107,20020307,MSFT,-0.014301
10107,20020308,MSFT,0.019611
10107,20020311,MSFT,0.006098
10107,20020312,MSFT,-0.027976
10107,20020313,MSFT,-0.007036
10107,20020314,MSFT,-0.014171
10107,20020315,MSFT,0.020745
10107,20020318,MSFT,-0.005601
10107,20020319,MSFT,0.001448
10107,20020320,MSFT,-0.034228
10107,20020321,MSFT,0.020965
10107,20020322,MSFT,-0.014831
10107,20020325,MSFT,-0.020182
10107,20020326,MSFT,-0.002532
10107,20020327,MSFT,0.006093
10107,20020328,MSFT,0.014637
10107,20020401,MSFT,0.001161
10107,20020402,MSFT,-0.051010
10107,20020403,MSFT,-0.016928
10107,20020404,MSFT,0.002130
10107,20020405,MSFT,-0.010275
10107,20020408,MSFT,0.024163
10107,20020409,MSFT,-0.041070
10107,20020410,MSFT,0.026062
10107,20020411,MSFT,-0.026821
10107,20020412,MSFT,0.020807
10107,20020415,MSFT,-0.004291
10107,20020416,MSFT,0.038068
10107,20020417,MSFT,-0.020412
10107,20020418,MSFT,-0.004591
10107,20020419,MSFT,0.014724
10107,20020422,MSFT,-0.028147
10107,20020423,MSFT,-0.028782
10107,20020424,MSFT,-0.017966
10107,20020425,MSFT,0.013391
10107,20020426,MSFT,-0.041504
10107,20020429,MSFT,0.014369
10107,20020430,MSFT,0.000383
10107,20020501,MSFT,0.009376
10107,20020502,MSFT,-0.029194
10107,20020503,MSFT,-0.032220
10107,20020506,MSFT,-0.018967
10107,20020507,MSFT,0.017483
10107,20020508,MSFT,0.111178
10107,20020509,MSFT,-0.051847
10107,20020510,MSFT,-0.039716
10107,20020513,MSFT,0.052747
10107,20020514,MSFT,0.041564
10107,20020515,MSFT,-0.002369
10107,20020516,MSFT,0.018082
10107,20020517,MSFT,0.005203
10107,20020520,MSFT,-0.036052
10107,20020521,MSFT,-0.033697
10107,20020522,MSFT,0.028741
10107,20020523,MSFT,0.021047
10107,20020524,MSFT,-0.028457
10107,20020528,MSFT,-0.017649
10107,20020529,MSFT,-0.005161
10107,20020530,MSFT,0.011335
10107,20020531,MSFT,-0.032865
10107,20020603,MSFT,-0.029267
10107,20020604,MSFT,0.011331
10107,20020605,MSFT,0.033613
10107,20020606,MSFT,0.004646
10107,20020607,MSFT,0.001541
10107,20020610,MSFT,0.016160
10107,20020611,MSFT,-0.004733
10107,20020612,MSFT,0.056496
10107,20020613,MSFT,-0.023767
10107,20020614,MSFT,0.018997
10107,20020617,MSFT,0.007783
10107,20020618,MSFT,0.005568
10107,20020619,MSFT,-0.029112
10107,20020620,MSFT,-0.004783
10107,20020621,MSFT,-0.033641
10107,20020624,MSFT,0.035960
10107,20020625,MSFT,-0.022341
10107,20020626,MSFT,0.022285
10107,20020627,MSFT,0.014594
10107,20020628,MSFT,-0.004006
10107,20020701,MSFT,-0.037294
10107,20020702,MSFT,-0.023168
10107,20020703,MSFT,0.020023
10107,20020705,MSFT,0.045359
10107,20020708,MSFT,-0.035187
10107,20020709,MSFT,0.005480
10107,20020710,MSFT,-0.018230
10107,20020711,MSFT,0.012825
10107,20020712,MSFT,-0.019845
10107,20020715,MSFT,-0.001157
10107,20020716,MSFT,-0.010618
10107,20020717,MSFT,0.014634
10107,20020718,MSFT,-0.017115
10107,20020719,MSFT,-0.030327
10107,20020722,MSFT,-0.065577
10107,20020723,MSFT,-0.071259
10107,20020724,MSFT,0.074866
10107,20020725,MSFT,-0.073545
10107,20020726,MSFT,0.058837
10107,20020729,MSFT,0.063947
10107,20020730,MSFT,-0.003109
10107,20020731,MSFT,-0.002495
10107,20020801,MSFT,-0.046478
10107,20020802,MSFT,-0.029290
10107,20020805,MSFT,-0.009457
10107,20020806,MSFT,0.038190
10107,20020807,MSFT,0.031093
10107,20020808,MSFT,0.038649
10107,20020809,MSFT,-0.016152
10107,20020812,MSFT,0.007274
10107,20020813,MSFT,-0.029297
10107,20020814,MSFT,0.056536
10107,20020815,MSFT,0.001207
10107,20020816,MSFT,0.004621
10107,20020819,MSFT,0.040000
10107,20020820,MSFT,-0.018462
10107,20020821,MSFT,0.024295
10107,20020822,MSFT,0.018171
10107,20020823,MSFT,-0.018974
10107,20020826,MSFT,-0.002298
10107,20020827,MSFT,-0.024184
10107,20020828,MSFT,-0.028718
10107,20020829,MSFT,0.024301
10107,20020830,MSFT,-0.029656
10107,20020903,MSFT,-0.041972
10107,20020904,MSFT,0.025308
10107,20020905,MSFT,-0.047708
10107,20020906,MSFT,0.041603
10107,20020909,MSFT,0.018402
10107,20020910,MSFT,0.022382
10107,20020911,MSFT,-0.024302
10107,20020912,MSFT,-0.029436
10107,20020913,MSFT,0.016119
10107,20020916,MSFT,-0.002713
10107,20020917,MSFT,-0.010255
10107,20020918,MSFT,0.009727
10107,20020919,MSFT,-0.011518
10107,20020920,MSFT,0.005508
10107,20020923,MSFT,-0.046987
10107,20020924,MSFT,0.009949
10107,20020925,MSFT,0.018170
10107,20020926,MSFT,-0.006665
10107,20020927,MSFT,-0.020563
10107,20020930,MSFT,-0.033370
10107,20021001,MSFT,0.056927
10107,20021002,MSFT,-0.013411
10107,20021003,MSFT,-0.019733
10107,20021004,MSFT,-0.021024
10107,20021007,MSFT,0.006397
10107,20021008,MSFT,0.021339
10107,20021009,MSFT,-0.022227
10107,20021010,MSFT,0.054331
10107,20021011,MSFT,0.053687
10107,20021014,MSFT,0.008594
10107,20021015,MSFT,0.060864
10107,20021016,MSFT,-0.035953
10107,20021017,MSFT,0.007161
10107,20021018,MSFT,0.046857
10107,20021021,MSFT,-0.012041
10107,20021022,MSFT,-0.015997
10107,20021023,MSFT,0.029611
10107,20021024,MSFT,-0.037030
10107,20021025,MSFT,0.028304
10107,20021028,MSFT,-0.013857
10107,20021029,MSFT,0.002310
10107,20021030,MSFT,0.019973
10107,20021031,MSFT,0.006778
10107,20021101,MSFT,-0.008790
10107,20021104,MSFT,0.058491
10107,20021105,MSFT,0.010339
10107,20021106,MSFT,0.006175
10107,20021107,MSFT,-0.017885
10107,20021108,MSFT,-0.016247
10107,20021111,MSFT,-0.022504
10107,20021112,MSFT,0.012068
10107,20021113,MSFT,0.015594
10107,20021114,MSFT,0.029444
10107,20021115,MSFT,-0.005264
10107,20021118,MSFT,-0.014817
10107,20021119,MSFT,-0.017726
10107,20021120,MSFT,0.032082
10107,20021121,MSFT,0.021547
10107,20021122,MSFT,0.006570
10107,20021125,MSFT,0.000172
10107,20021126,MSFT,-0.022840
10107,20021127,MSFT,0.020738
10107,20021129,MSFT,-0.006887
10107,20021202,MSFT,0.000173
10107,20021203,MSFT,-0.016987
10107,20021204,MSFT,-0.002998
10107,20021205,MSFT,-0.021224
10107,20021206,MSFT,0.002349
10107,20021209,MSFT,-0.034974
10107,20021210,MSFT,0.008967
10107,20021211,MSFT,0.012035
10107,20021212,MSFT,-0.008965
10107,20021213,MSFT,-0.030829
10107,20021216,MSFT,0.037714
10107,20021217,MSFT,-0.002203
10107,20021218,MSFT,-0.015269
10107,20021219,MSFT,-0.007846
10107,20021220,MSFT,-0.001318
10107,20021223,MSFT,0.018100
10107,20021224,MSFT,-0.003315
10107,20021226,MSFT,-0.008008
10107,20021227,MSFT,-0.007867
10107,20021230,MSFT,-0.004153
10107,20021231,MSFT,-0.019905
10107,20030102,MSFT,0.039072
10107,20030103,MSFT,0.001303
10107,20030106,MSFT,0.018219
10107,20030107,MSFT,0.018806
10107,20030108,MSFT,-0.027957
10107,20030109,MSFT,0.028945
10107,20030110,MSFT,0.001971
10107,20030113,MSFT,0.008405
10107,20030114,MSFT,0.010286
10107,20030115,MSFT,-0.012287
10107,20030116,MSFT,-0.016350
10107,20030117,MSFT,-0.070280
10107,20030121,MSFT,-0.002526
10107,20030122,MSFT,-0.006429
10107,20030123,MSFT,0.025098
10107,20030124,MSFT,-0.046480
10107,20030127,MSFT,-0.013641
10107,20030128,MSFT,-0.007118
10107,20030129,MSFT,0.022327
10107,20030130,MSFT,-0.033460
10107,20030131,MSFT,-0.016169
10107,20030203,MSFT,0.023177
10107,20030204,MSFT,-0.025535
10107,20030205,MSFT,-0.007608
10107,20030206,MSFT,0.009796
10107,20030207,MSFT,-0.017714
10107,20030210,MSFT,0.017175
10107,20030211,MSFT,-0.019840
10107,20030212,MSFT,0.000000
10107,20030213,MSFT,0.011843
10107,20030214,MSFT,0.027878
10107,20030218,MSFT,0.033540
10107,20030219,MSFT,-0.014022
10107,20030220,MSFT,-0.015491
10107,20030221,MSFT,0.019048
10107,20030224,MSFT,-0.021942
10107,20030225,MSFT,0.004985
10107,20030226,MSFT,-0.024390
10107,20030227,MSFT,-0.000847
10107,20030228,MSFT,0.005089
10107,20030303,MSFT,-0.006751
10107,20030304,MSFT,-0.019966
10107,20030305,MSFT,0.016038
10107,20030306,MSFT,-0.007253
10107,20030307,MSFT,0.012462
