PERMNO,date,TICKER,RET
10107,20000103,MSFT,-0.001606
10107,20000104,MSFT,-0.033780
10107,20000105,MSFT,0.010544
10107,20000106,MSFT,-0.033498
10107,20000107,MSFT,0.013068
10107,20000110,MSFT,0.007291
10107,20000111,MSFT,-0.025612
10107,20000112,MSFT,-0.032571
10107,20000113,MSFT,0.018901
10107,20000114,MSFT,0.041159
10107,20000118,MSFT,0.027283
10107,20000119,MSFT,-0.072087
10107,20000120,MSFT,-0.009346
10107,20000121,MSFT,-0.021226
10107,20000124,MSFT,-0.024096
10107,20000125,MSFT,0.015432
10107,20000126,MSFT,-0.033435
10107,20000127,MSFT,-0.006289
10107,20000128,MSFT,-0.005063
10107,20000131,MSFT,-0.003817
10107,20000201,MSFT,0.051724
10107,20000202,MSFT,-0.020644
10107,20000203,MSFT,0.027898
10107,20000204,MSFT,0.028347
10107,20000207,MSFT,0.000587
10107,20000208,MSFT,0.031067
10107,20000209,MSFT,-0.054008
10107,20000210,MSFT,0.019231
10107,20000211,MSFT,-0.057193
10107,20000214,MSFT,-0.003127
10107,20000215,MSFT,-0.010665
10107,20000216,MSFT,-0.009512
10107,20000217,MSFT,0.020487
10107,20000218,MSFT,-0.045797
10107,20000222,MSFT,-0.013149
10107,20000223,MSFT,0.004664
10107,20000224,MSFT,0.005305
10107,20000225,MSFT,-0.036280
10107,20000228,MSFT,0.002738
10107,20000229,MSFT,-0.023891
10107,20000301,MSFT,0.016084
10107,20000302,MSFT,0.028217
10107,20000303,MSFT,0.029451
10107,20000306,MSFT,-0.057217
10107,20000307,MSFT,0.024828
10107,20000308,MSFT,0.028937
10107,20000309,MSFT,0.046436
10107,20000310,MSFT,0.010000
10107,20000313,MSFT,-0.029703
10107,20000314,MSFT,-0.029337
10107,20000315,MSFT,0.002628
10107,20000316,MSFT,0.000000
10107,20000317,MSFT,0.041940
10107,20000320,MSFT,-0.020126
10107,20000321,MSFT,0.055199
10107,20000322,MSFT,0.004866
10107,20000323,MSFT,0.083535
10107,20000324,MSFT,-0.001676
10107,20000327,MSFT,-0.068271
10107,20000328,MSFT,0.002402
10107,20000329,MSFT,0.027561
10107,20000330,MSFT,-0.035569
10107,20000331,MSFT,0.027811
10107,20000403,MSFT,-0.144706
10107,20000404,MSFT,-0.025447
10107,20000405,MSFT,-0.024700
10107,20000406,MSFT,-0.004342
10107,20000407,MSFT,0.035610
10107,20000410,MSFT,-0.033684
10107,20000411,MSFT,-0.025418
10107,20000412,MSFT,-0.053651
10107,20000413,MSFT,-0.001575
10107,20000414,MSFT,-0.064669
10107,20000417,MSFT,0.023609
10107,20000418,MSFT,0.061779
10107,20000419,MSFT,-0.023274
10107,20000420,MSFT,0.003177
10107,20000424,MSFT,-0.155978
10107,20000425,MSFT,0.041276
10107,20000426,MSFT,-0.019820
10107,20000427,MSFT,0.026654
10107,20000428,MSFT,-0.000895
10107,20000501,MSFT,0.052867
10107,20000502,MSFT,-0.048511
10107,20000503,MSFT,0.009839
10107,20000504,MSFT,-0.001771
10107,20000505,MSFT,0.009760
10107,20000508,MSFT,-0.018453
10107,20000509,MSFT,-0.028648
10107,20000510,MSFT,-0.023963
10107,20000511,MSFT,0.025496
10107,20000512,MSFT,0.013812
10107,20000515,MSFT,0.008174
10107,20000516,MSFT,0.001802
10107,20000517,MSFT,-0.026079
10107,20000518,MSFT,-0.022161
10107,20000519,MSFT,-0.016997
10107,20000522,MSFT,-0.013449
10107,20000523,MSFT,-0.015579
10107,20000524,MSFT,0.037587
10107,20000525,MSFT,-0.061964
10107,20000526,MSFT,-0.001016
10107,20000530,MSFT,0.031536
10107,20000531,MSFT,-0.012821
10107,20000601,MSFT,0.031968
10107,20000602,MSFT,0.027106
10107,20000605,MSFT,0.008483
10107,20000606,MSFT,0.041121
10107,20000607,MSFT,0.012567
10107,20000608,MSFT,-0.023936
10107,20000609,MSFT,0.000000
10107,20000612,MSFT,-0.028156
10107,20000613,MSFT,0.014953
10107,20000614,MSFT,0.038674
10107,20000615,MSFT,0.026596
10107,20000616,MSFT,0.002591
10107,20000619,MSFT,0.015504
10107,20000620,MSFT,0.016964
10107,20000621,MSFT,0.076731
10107,20000622,MSFT,-0.010070
10107,20000623,MSFT,-0.027387
10107,20000626,MSFT,0.023331
10107,20000627,MSFT,-0.008648
10107,20000628,MSFT,0.001586
10107,20000629,MSFT,-0.022169
10107,20000630,MSFT,0.036437
10107,20000703,MSFT,0.000000
10107,20000705,MSFT,-0.018750
10107,20000706,MSFT,0.031051
10107,20000707,MSFT,0.013127
10107,20000710,MSFT,-0.031250
10107,20000711,MSFT,-0.003934
10107,20000712,MSFT,0.015008
10107,20000713,MSFT,-0.004669
10107,20000714,MSFT,-0.012510
10107,20000717,MSFT,-0.009501
10107,20000718,MSFT,0.003997
10107,20000719,MSFT,-0.068471
10107,20000720,MSFT,0.023077
10107,20000721,MSFT,-0.033417
10107,20000724,MSFT,-0.024201
10107,20000725,MSFT,-0.022143
10107,20000726,MSFT,-0.017210
10107,20000727,MSFT,0.023041
10107,20000728,MSFT,0.004505
10107,20000731,MSFT,0.001794
10107,20000801,MSFT,-0.016115
10107,20000802,MSFT,0.010009
10107,20000803,MSFT,0.012613
10107,20000804,MSFT,-0.016014
10107,20000807,MSFT,0.012658
10107,20000808,MSFT,0.058929
10107,20000809,MSFT,0.001686
10107,20000810,MSFT,-0.021886
10107,20000811,MSFT,-0.002582
10107,20000814,MSFT,-0.003451
10107,20000815,MSFT,-0.007792
10107,20000816,MSFT,-0.008726
10107,20000817,MSFT,0.007923
10107,20000818,MSFT,-0.007860
10107,20000821,MSFT,-0.005282
10107,20000822,MSFT,0.008850
10107,20000823,MSFT,-0.007018
10107,20000824,MSFT,0.005300
10107,20000825,MSFT,-0.007030
10107,20000828,MSFT,0.009735
10107,20000829,MSFT,-0.005259
10107,20000830,MSFT,-0.013216
10107,20000831,MSFT,-0.002679
10107,20000901,MSFT,0.005372
10107,20000905,MSFT,-0.000890
10107,20000906,MSFT,-0.009804
10107,20000907,MSFT,0.009001
10107,20000908,MSFT,-0.010705
10107,20000911,MSFT,-0.007214
10107,20000912,MSFT,-0.009991
10107,20000913,MSFT,0.001835
10107,20000914,MSFT,-0.035714
10107,20000915,MSFT,-0.024691
10107,20000918,MSFT,-0.018500
10107,20000919,MSFT,0.031746
10107,20000920,MSFT,-0.011538
10107,20000921,MSFT,-0.000973
10107,20000922,MSFT,-0.014606
10107,20000925,MSFT,-0.031621
10107,20000926,MSFT,0.023469
10107,20000927,MSFT,-0.032901
10107,20000928,MSFT,0.011340
10107,20000929,MSFT,-0.016310
10107,20001002,MSFT,-0.019689
10107,20001003,MSFT,-0.043340
10107,20001004,MSFT,-0.019890
10107,20001005,MSFT,-0.001127
10107,20001006,MSFT,0.003386
10107,20001009,MSFT,-0.024747
10107,20001010,MSFT,0.006920
10107,20001011,MSFT,0.021764
10107,20001012,MSFT,-0.024664
10107,20001013,MSFT,-0.011494
10107,20001016,MSFT,-0.062791
10107,20001017,MSFT,0.001241
10107,20001018,MSFT,0.026022
10107,20001019,MSFT,0.195652
10107,20001020,MSFT,0.053535
10107,20001023,MSFT,-0.046980
10107,20001024,MSFT,-0.010060
10107,20001025,MSFT,-0.004065
10107,20001026,MSFT,0.052041
10107,20001027,MSFT,0.050436
10107,20001030,MSFT,0.020314
10107,20001031,MSFT,-0.002715
10107,20001101,MSFT,0.010889
10107,20001102,MSFT,0.009874
10107,20001103,MSFT,-0.029333
10107,20001106,MSFT,0.018315
10107,20001107,MSFT,0.014388
10107,20001108,MSFT,-0.015071
10107,20001109,MSFT,0.020702
10107,20001110,MSFT,-0.049383
10107,20001113,MSFT,-0.013915
10107,20001114,MSFT,0.035748
10107,20001115,MSFT,0.018165
10107,20001116,MSFT,-0.016057
10107,20001117,MSFT,0.001813
10107,20001120,MSFT,-0.027149
10107,20001121,MSFT,0.008372
10107,20001122,MSFT,0.007380
10107,20001124,MSFT,0.024725
10107,20001127,MSFT,0.010724
10107,20001128,MSFT,-0.052166
10107,20001129,MSFT,-0.028918
10107,20001130,MSFT,-0.118156
10107,20001201,MSFT,-0.013072
10107,20001204,MSFT,-0.003311
10107,20001205,MSFT,0.060908
10107,20001206,MSFT,-0.053236
10107,20001207,MSFT,-0.062845
10107,20001208,MSFT,0.024706
10107,20001211,MSFT,0.066590
10107,20001212,MSFT,0.005382
10107,20001213,MSFT,-0.019272
10107,20001214,MSFT,-0.030568
10107,20001215,MSFT,-0.113739
10107,20001218,MSFT,-0.027954
10107,20001219,MSFT,-0.062745
10107,20001220,MSFT,-0.073919
10107,20001221,MSFT,0.046687
10107,20001222,MSFT,0.069065
10107,20001226,MSFT,0.009421
10107,20001227,MSFT,-0.009333
10107,20001228,MSFT,-0.040377
10107,20001229,MSFT,-0.026648
10107,20010102,MSFT,0.000000
10107,20010103,MSFT,0.105187
10107,20010104,MSFT,0.010430
10107,20010105,MSFT,0.014194
10107,20010108,MSFT,-0.003817
10107,20010109,MSFT,0.058748
10107,20010110,MSFT,0.020507
10107,20010111,MSFT,0.040189
10107,20010112,MSFT,-0.027273
10107,20010116,MSFT,-0.017523
10107,20010117,MSFT,0.007134
10107,20010118,MSFT,0.048406
10107,20010119,MSFT,0.099099
10107,20010122,MSFT,-0.014344
10107,20010123,MSFT,0.007277
10107,20010124,MSFT,0.039216
10107,20010125,MSFT,-0.017875
10107,20010126,MSFT,0.035389
10107,20010129,MSFT,0.007813
10107,20010130,MSFT,-0.017442
10107,20010131,MSFT,-0.036489
10107,20010201,MSFT,0.021494
10107,20010202,MSFT,-0.025050
10107,20010205,MSFT,0.018499
10107,20010206,MSFT,0.010091
10107,20010207,MSFT,0.033966
10107,20010208,MSFT,-0.037681
10107,20010209,MSFT,-0.050201
10107,20010212,MSFT,-0.006342
10107,20010213,MSFT,-0.009574
10107,20010214,MSFT,0.003222
10107,20010215,MSFT,0.007495
10107,20010216,MSFT,-0.025505
10107,20010220,MSFT,-0.025082
10107,20010221,MSFT,0.006711
10107,20010222,MSFT,-0.018889
10107,20010223,MSFT,0.028313
10107,20010226,MSFT,0.049559
10107,20010227,MSFT,-0.003148
10107,20010228,MSFT,-0.006316
10107,20010301,MSFT,0.006091
10107,20010302,MSFT,-0.045012
10107,20010305,MSFT,0.013230
10107,20010306,MSFT,0.034820
10107,20010307,MSFT,0.021030
10107,20010308,MSFT,-0.023687
10107,20010309,MSFT,-0.043249
10107,20010312,MSFT,-0.083793
10107,20010313,MSFT,0.043321
10107,20010314,MSFT,-0.003460
10107,20010315,MSFT,-0.005787
10107,20010316,MSFT,0.016298
10107,20010319,MSFT,-0.004582
10107,20010320,MSFT,-0.029919
10107,20010321,MSFT,-0.049822
10107,20010322,MSFT,0.078652
10107,20010323,MSFT,0.047454
10107,20010326,MSFT,-0.008840
10107,20010327,MSFT,0.039019
10107,20010328,MSFT,-0.046137
10107,20010329,MSFT,-0.003375
10107,20010330,MSFT,-0.012415
10107,20010402,MSFT,0.020571
10107,20010403,MSFT,-0.043673
10107,20010404,MSFT,-0.026932
10107,20010405,MSFT,0.092659
10107,20010406,MSFT,-0.009912
10107,20010409,MSFT,0.017130
10107,20010410,MSFT,0.044269
10107,20010411,MSFT,0.006032
10107,20010412,MSFT,0.035643
10107,20010416,MSFT,-0.022354
10107,20010417,MSFT,0.011351
10107,20010418,MSFT,0.064249
10107,20010419,MSFT,0.039890
10107,20010420,MSFT,0.014109
10107,20010423,MSFT,-0.010870
10107,20010424,MSFT,-0.010256
10107,20010425,MSFT,0.031680
10107,20010426,MSFT,-0.008036
10107,20010427,MSFT,-0.029076
10107,20010430,MSFT,0.009386
10107,20010501,MSFT,0.035720
10107,20010502,MSFT,-0.005843
10107,20010503,MSFT,-0.017632
10107,20010504,MSFT,0.032395
10107,20010507,MSFT,0.008905
10107,20010508,MSFT,0.009526
10107,20010509,MSFT,-0.023036
10107,20010510,MSFT,-0.005682
10107,20010511,MSFT,-0.008571
10107,20010514,MSFT,-0.009798
10107,20010515,MSFT,-0.006548
10107,20010516,MSFT,0.013037
10107,20010517,MSFT,-0.014318
10107,20010518,MSFT,-0.001171
10107,20010521,MSFT,0.010281
10107,20010522,MSFT,0.022096
10107,20010523,MSFT,-0.008676
10107,20010524,MSFT,0.028981
10107,20010525,MSFT,-0.011294
10107,20010529,MSFT,-0.008038
10107,20010530,MSFT,-0.016349
10107,20010531,MSFT,-0.000145
10107,20010601,MSFT,0.016768
10107,20010604,MSFT,0.006255
10107,20010605,MSFT,0.025713
10107,20010606,MSFT,-0.003306
10107,20010607,MSFT,0.018242
10107,20010608,MSFT,-0.006650
10107,20010611,MSFT,-0.014619
10107,20010612,MSFT,-0.000555
10107,20010613,MSFT,-0.019284
10107,20010614,MSFT,-0.025322
10107,20010615,MSFT,-0.012772
10107,20010618,MSFT,-0.016760
10107,20010619,MSFT,0.006579
10107,20010620,MSFT,0.031046
10107,20010621,MSFT,0.006195
10107,20010622,MSFT,-0.014462
10107,20010625,MSFT,0.000291
10107,20010626,MSFT,0.018736
10107,20010627,MSFT,0.014257
10107,20010628,MSFT,0.022491
10107,20010629,MSFT,0.003574
10107,20010702,MSFT,-0.032877
10107,20010703,MSFT,-0.001841
10107,20010705,MSFT,-0.027813
10107,20010706,MSFT,-0.035761
10107,20010709,MSFT,-0.005601
10107,20010710,MSFT,-0.018420
10107,20010711,MSFT,0.031327
10107,20010712,MSFT,0.076692
10107,20010713,MSFT,-0.003631
10107,20010716,MSFT,-0.002243
10107,20010717,MSFT,0.008991
10107,20010718,MSFT,-0.017405
10107,20010719,MSFT,0.028341
10107,20010720,MSFT,-0.046714
10107,20010723,MSFT,-0.030211
10107,20010724,MSFT,-0.011477
10107,20010725,MSFT,0.017491
10107,20010726,MSFT,-0.013189
10107,20010727,MSFT,-0.016819
10107,20010730,MSFT,0.005041
10107,20010731,MSFT,0.005927
10107,20010801,MSFT,0.004230
10107,20010802,MSFT,0.014743
10107,20010803,MSFT,-0.008302
10107,20010806,MSFT,-0.011362
10107,20010807,MSFT,0.003327
10107,20010808,MSFT,-0.022457
10107,20010809,MSFT,0.002313
10107,20010810,MSFT,0.007845
10107,20010813,MSFT,0.004731
10107,20010814,MSFT,-0.017317
10107,20010815,MSFT,-0.023033
10107,20010816,MSFT,0.022468
10107,20010817,MSFT,-0.042402
10107,20010820,MSFT,0.013251
10107,20010821,MSFT,-0.030622
10107,20010822,MSFT,-0.001974
10107,20010823,MSFT,-0.025387
10107,20010824,MSFT,0.049560
10107,20010827,MSFT,0.004190
10107,20010828,MSFT,-0.025197
10107,20010829,MSFT,-0.008067
10107,20010830,MSFT,-0.054938
10107,20010831,MSFT,0.001932
10107,20010904,MSFT,-0.016652
10107,20010905,MSFT,0.029234
10107,20010906,MSFT,-0.029789
10107,20010907,MSFT,-0.011067
