;"Day";"DJIA.Close";"N225.Close";"SSMI.Close"
2004-06-07;2004-06-07;10391,080078;11439,919922;5744,200195
2004-06-08;2004-06-08;10432,519531;11521,929688;5733,5
2004-06-09;2004-06-09;10368,44043;11449,740234;5715,200195
2004-06-10;2004-06-10;10410,099609;11575,969727;5680,5
2004-06-14;2004-06-14;10334,730469;11491,660156;5633,600098
2004-06-15;2004-06-15;10380,429688;11387,700195;5671,700195
2004-06-16;2004-06-16;10379,580078;11641,719727;5710
2004-06-17;2004-06-17;10377,519531;11607,900391;5706,200195
2004-06-18;2004-06-18;10416,410156;11382,080078;5693,899902
2004-06-21;2004-06-21;10371,469727;11600,160156;5716,5
2004-06-22;2004-06-22;10395,070313;11581,269531;5658,399902
2004-06-23;2004-06-23;10479,570313;11580,55957;5653,899902
2004-06-24;2004-06-24;10443,80957;11744,150391;5674,5
2004-06-25;2004-06-25;10371,839844;11780,400391;5681,5
2004-06-28;2004-06-28;10357,089844;11884,05957;5706,299805
2004-06-29;2004-06-29;10413,429688;11860,80957;5688,299805
2004-06-30;2004-06-30;10435,480469;11858,870117;5619,100098
2004-07-01;2004-07-01;10334,160156;11896,009766;5625,700195
2004-07-02;2004-07-02;10282,830078;11721,490234;5606,799805
2004-07-06;2004-07-06;10219,339844;11475,269531;5549,899902
2004-07-07;2004-07-07;10240,290039;11384,860352;5541,399902
2004-07-08;2004-07-08;10171,55957;11322,230469;5578,700195
2004-07-09;2004-07-09;10213,219727;11423,530273;5548,100098
2004-07-12;2004-07-12;10238,219727;11582,280273;5532,700195
2004-07-13;2004-07-13;10247,589844;11608,620117;5531,299805
2004-07-14;2004-07-14;10208,799805;11356,650391;5548,299805
2004-07-15;2004-07-15;10163,160156;11409,139648;5477,899902
2004-07-16;2004-07-16;10139,780273;11436;5461,200195
2004-07-20;2004-07-20;10149,070313;11258,370117;5498,200195
2004-07-21;2004-07-21;10046,129883;11433,860352;5561,700195
2004-07-22;2004-07-22;10050,330078;11285,040039;5476,899902
2004-07-23;2004-07-23;9962,219727;11187,330078;5482
2004-07-26;2004-07-26;9961,919922;11159,549805;5444
2004-07-27;2004-07-27;10085,139648;11031,540039;5501,899902
2004-07-28;2004-07-28;10117,070313;11204,370117;5514,700195
2004-07-29;2004-07-29;10129,240234;11116,839844;5553,399902
2004-07-30;2004-07-30;10139,709961;11325,780273;5547,200195
2004-08-02;2004-08-02;10179,160156;11222,240234;5537,799805
2004-08-03;2004-08-03;10120,240234;11140,570313;5588,600098
2004-08-04;2004-08-04;10126,509766;11010,019531;5518,899902
2004-08-05;2004-08-05;9963,030273;11060,889648;5515,200195
2004-08-06;2004-08-06;9815,330078;10972,570313;5403,100098
2004-08-09;2004-08-09;9814,660156;10908,700195;5358,600098
2004-08-10;2004-08-10;9944,669922;10953,549805;5383
2004-08-11;2004-08-11;9938,320313;11049,459961;5369,299805
2004-08-12;2004-08-12;9814,589844;11028,070313;5356
2004-08-13;2004-08-13;9825,349609;10757,200195;5309,799805
2004-08-16;2004-08-16;9954,549805;10687,80957;5354,200195
2004-08-17;2004-08-17;9972,830078;10725,969727;5378,399902
2004-08-18;2004-08-18;10083,150391;10774,259766;5325,200195
2004-08-19;2004-08-19;10040,820313;10903,530273;5351,899902
2004-08-20;2004-08-20;10110,139648;10889,139648;5344,200195
2004-08-23;2004-08-23;10073,049805;10960,969727;5394,299805
2004-08-24;2004-08-24;10098,629883;10985,330078;5380,200195
2004-08-25;2004-08-25;10181,740234;11130,019531;5374,799805
2004-08-26;2004-08-26;10173,410156;11129,330078;5432,399902
2004-08-27;2004-08-27;10195,009766;11209,589844;5463,899902
2004-08-30;2004-08-30;10122,519531;11184,530273;5448,799805
2004-08-31;2004-08-31;10173,919922;11081,790039;5421,700195
2004-09-01;2004-09-01;10168,459961;11127,349609;5468
2004-09-02;2004-09-02;10290,280273;11152,75;5449,799805
2004-09-03;2004-09-03;10260,200195;11022,490234;5502,5
2004-09-07;2004-09-07;10341,160156;11298,94043;5559,799805
2004-09-08;2004-09-08;10313,360352;11279,19043;5556,5
2004-09-09;2004-09-09;10289,099609;11170,959961;5522,299805
2004-09-10;2004-09-10;10313,070313;11083,230469;5536,799805
2004-09-13;2004-09-13;10314,759766;11253,110352;5573,299805
2004-09-14;2004-09-14;10318,160156;11295,580078;5538,5
2004-09-15;2004-09-15;10231,360352;11158,580078;5536,600098
2004-09-16;2004-09-16;10244,490234;11139,360352;5525,700195
2004-09-17;2004-09-17;10284,459961;11082,490234;5543,100098
2004-09-21;2004-09-21;10244,929688;11080,870117;5602,700195
2004-09-22;2004-09-22;10109,179688;11019,410156;5572,600098
2004-09-24;2004-09-24;10047,240234;10895,160156;5491,299805
2004-09-27;2004-09-27;9988,540039;10859,320313;5446
2004-09-28;2004-09-28;10077,400391;10815,570313;5499,700195
2004-09-29;2004-09-29;10136,240234;10786,099609;5531,399902
2004-09-30;2004-09-30;10080,269531;10823,570313;5465,299805
2004-10-01;2004-10-01;10192,650391;10985,169922;5528,899902
2004-10-04;2004-10-04;10216,540039;11279,629883;5600,899902
2004-10-05;2004-10-05;10177,679688;11281,830078;5596,899902
2004-10-06;2004-10-06;10239,919922;11385,379883;5593,899902
2004-10-07;2004-10-07;10125,400391;11354,589844;5534,700195
2004-10-08;2004-10-08;10055,200195;11349,349609;5503,700195
2004-10-12;2004-10-12;10077,179688;11201,80957;5443,600098
2004-10-13;2004-10-13;10002,330078;11195,990234;5462,799805
2004-10-14;2004-10-14;9894,450195;11034,290039;5402,600098
2004-10-15;2004-10-15;9933,379883;10982,950195;5362,399902
2004-10-18;2004-10-18;9956,320313;10965,620117;5365,399902
2004-10-19;2004-10-19;9897,620117;11064,860352;5417,5
2004-10-20;2004-10-20;9886,929688;10882,179688;5376,299805
2004-10-21;2004-10-21;9865,759766;10789,230469;5400,899902
2004-10-22;2004-10-22;9757,80957;10857,129883;5391,100098
2004-10-25;2004-10-25;9749,990234;10659,150391;5309,700195
2004-10-26;2004-10-26;9888,480469;10672,459961;5330
2004-10-27;2004-10-27;10002,030273;10691,950195;5374,899902
2004-10-28;2004-10-28;10004,540039;10853,120117;5414,200195
2004-10-29;2004-10-29;10027,469727;10771,419922;5363,399902
2004-11-01;2004-11-01;10054,389648;10734,709961;5422,299805
2004-11-02;2004-11-02;10035,730469;10887,80957;5486,100098
2004-11-04;2004-11-04;10314,759766;10946,269531;5549,899902
2004-11-05;2004-11-05;10387,540039;11061,769531;5618,299805
2004-11-08;2004-11-08;10391,30957;10983,830078;5602,5
2004-11-09;2004-11-09;10386,370117;10964,870117;5573,200195
2004-11-10;2004-11-10;10385,480469;10994,959961;5609,600098
2004-11-11;2004-11-11;10469,839844;10846,919922;5649,700195
2004-11-12;2004-11-12;10539,009766;11019,980469;5689,200195
2004-11-15;2004-11-15;10550,240234;11227,570313;5674,299805
2004-11-16;2004-11-16;10487,650391;11161,75;5653,600098
2004-11-17;2004-11-17;10549,570313;11131,290039;5681,5
2004-11-18;2004-11-18;10572,549805;11082,419922;5673,799805
2004-11-19;2004-11-19;10456,910156;11082,839844;5605
2004-11-22;2004-11-22;10489,419922;10849,389648;5562,200195
2004-11-24;2004-11-24;10520,30957;10872,330078;5501,200195
2004-11-26;2004-11-26;10522,230469;10833,75;5548,5
2004-11-29;2004-11-29;10475,900391;10977,889648;5519,5
2004-11-30;2004-11-30;10428,019531;10899,25;5444,200195
2004-12-01;2004-12-01;10590,219727;10784,25;5509,299805
2004-12-02;2004-12-02;10585,120117;10973,070313;5569,299805
2004-12-03;2004-12-03;10592,209961;11074,889648;5555,200195
2004-12-06;2004-12-06;10547,05957;10981,959961;5520,700195
2004-12-07;2004-12-07;10440,580078;10873,629883;5561,100098
2004-12-08;2004-12-08;10494,230469;10941,370117;5566,700195
2004-12-09;2004-12-09;10552,820313;10776,629883;5557,799805
2004-12-10;2004-12-10;10543,219727;10756,799805;5581,799805
2004-12-13;2004-12-13;10638,320313;10789,25;5624,899902
2004-12-14;2004-12-14;10676,450195;10915,580078;5653
2004-12-15;2004-12-15;10691,450195;10956,459961;5640,299805
2004-12-16;2004-12-16;10705,639648;10924,370117;5650,5
2004-12-17;2004-12-17;10649,919922;11078,320313;5603,399902
2004-12-20;2004-12-20;10661,599609;11103,419922;5650,700195
2004-12-21;2004-12-21;10759,429688;11125,919922;5640,799805
2004-12-22;2004-12-22;10815,889648;11209,44043;5687,700195
2004-12-27;2004-12-27;10776,129883;11362,349609;5685,5
2004-12-28;2004-12-28;10854,540039;11424,129883;5686,5
2004-12-29;2004-12-29;10829,19043;11381,55957;5692,399902
2004-12-30;2004-12-30;10800,299805;11488,759766;5693,200195
2005-01-04;2005-01-04;10630,780273;11517,75;5775,5
2005-01-05;2005-01-05;10597,830078;11437,519531;5725,5
2005-01-06;2005-01-06;10622,879883;11492,259766;5742,399902
2005-01-07;2005-01-07;10603,959961;11433,240234;5735,200195
2005-01-11;2005-01-11;10556,219727;11539,990234;5713,100098
2005-01-12;2005-01-12;10617,780273;11453,389648;5669,600098
2005-01-13;2005-01-13;10505,830078;11358,219727;5687,799805
2005-01-14;2005-01-14;10558;11438,389648;5730,100098
2005-01-18;2005-01-18;10628,790039;11423,259766;5739,399902
2005-01-19;2005-01-19;10539,969727;11405,339844;5749,5
2005-01-20;2005-01-20;10471,469727;11284,769531;5728,100098
2005-01-21;2005-01-21;10392,990234;11238,370117;5738,100098
2005-01-24;2005-01-24;10368,610352;11289,490234;5750,5
2005-01-25;2005-01-25;10461,55957;11276,910156;5766,100098
2005-01-26;2005-01-26;10498,589844;11376,570313;5768,399902
2005-01-27;2005-01-27;10467,400391;11341,30957;5773,700195
2005-01-28;2005-01-28;10427,200195;11320,580078;5750,700195
2005-01-31;2005-01-31;10489,94043;11387,589844;5771,399902
2005-02-01;2005-02-01;10551,94043;11384,400391;5797,899902
2005-02-02;2005-02-02;10596,790039;11407,139648;5795,100098
2005-02-03;2005-02-03;10593,099609;11389,349609;5816,899902
2005-02-04;2005-02-04;10716,129883;11360,400391;5843,100098
2005-02-07;2005-02-07;10715,759766;11499,860352;5870,700195
2005-02-08;2005-02-08;10724,629883;11490,429688;5881,200195
2005-02-09;2005-02-09;10664,110352;11473,349609;5866,5
2005-02-10;2005-02-10;10749,610352;11553,55957;5871,200195
2005-02-14;2005-02-14;10791,129883;11632,200195;5913
2005-02-15;2005-02-15;10837,320313;11646,490234;5916,899902
2005-02-16;2005-02-16;10834,879883;11601,679688;5870,799805
2005-02-17;2005-02-17;10754,259766;11582,719727;5882,899902
2005-02-18;2005-02-18;10785,219727;11660,120117;5901,700195
2005-02-22;2005-02-22;10611,200195;11597,709961;5911,5
2005-02-23;2005-02-23;10673,790039;11500,179688;5867,200195
2005-02-24;2005-02-24;10748,790039;11531,150391;5886,200195
2005-02-25;2005-02-25;10841,599609;11658,25;5936,200195
2005-02-28;2005-02-28;10766,230469;11740,599609;5931,299805
2005-03-01;2005-03-01;10830;11780,530273;5975,5
2005-03-02;2005-03-02;10811,969727;11813,709961;6013,399902
2005-03-03;2005-03-03;10833,030273;11856,459961;5998,799805
2005-03-04;2005-03-04;10940,549805;11873,049805;6009,299805
2005-03-07;2005-03-07;10936,860352;11925,360352;6014,600098
2005-03-08;2005-03-08;10912,620117;11886,910156;5980,200195
2005-03-09;2005-03-09;10805,620117;11966,69043;5965,5
2005-03-10;2005-03-10;10851,509766;11864,910156;5945,700195
2005-03-11;2005-03-11;10774,360352;11923,889648;5971,899902
2005-03-14;2005-03-14;10804,509766;11850,25;5963
2005-03-15;2005-03-15;10745,099609;11821,089844;6011,5
2005-03-16;2005-03-16;10633,070313;11873,179688;5944,799805
2005-03-17;2005-03-17;10626,349609;11775,5;5929
2005-03-18;2005-03-18;10629,669922;11879,80957;5897
2005-03-22;2005-03-22;10470,509766;11841,969727;5915,600098
2005-03-23;2005-03-23;10456,019531;11739,120117;5926
2005-03-24;2005-03-24;10442,870117;11745,969727;5935,5
2005-03-29;2005-03-29;10405,700195;11599,820313;5959,799805
2005-03-30;2005-03-30;10540,929688;11565,879883;5932,899902
2005-03-31;2005-03-31;10503,759766;11668,950195;5929,700195
2005-04-01;2005-04-01;10404,299805;11723,629883;5950,899902
2005-04-04;2005-04-04;10421,139648;11667,540039;5903,200195
2005-04-05;2005-04-05;10458,459961;11774,30957;5947,399902
2005-04-06;2005-04-06;10486,019531;11827,160156;6002,399902
2005-04-07;2005-04-07;10546,320313;11810,990234;6023,700195
2005-04-08;2005-04-08;10461,339844;11874,75;6016,600098
2005-04-11;2005-04-11;10448,55957;11745,639648;6014,700195
2005-04-12;2005-04-12;10507,969727;11670,299805;5988,100098
2005-04-13;2005-04-13;10403,929688;11637,519531;6012,299805
2005-04-14;2005-04-14;10278,75;11563,169922;6030,5
2005-04-15;2005-04-15;10087,509766;11370,69043;6019
2005-04-18;2005-04-18;10071,25;10938,44043;5925,399902
2005-04-19;2005-04-19;10127,410156;11065,860352;5977,899902
2005-04-20;2005-04-20;10012,360352;11088,580078;5914,700195
2005-04-21;2005-04-21;10218,599609;10984,389648;5903
2005-04-22;2005-04-22;10157,709961;11045,950195;5912,899902
2005-04-25;2005-04-25;10242,469727;11073,769531;5899,899902
2005-04-26;2005-04-26;10151,129883;11035,830078;5914
2005-04-27;2005-04-27;10198,799805;11005,419922;5840,5
2005-04-28;2005-04-28;10070,370117;11008,900391;5850,100098
2005-05-02;2005-05-02;10251,700195;11002,110352;5924,600098
2005-05-06;2005-05-06;10345,400391;11192,169922;6027,100098
2005-05-09;2005-05-09;10384,339844;11171,320313;6002,899902
2005-05-10;2005-05-10;10281,110352;11159,459961;5917,5
2005-05-11;2005-05-11;10300,25;11120,700195;5919,899902
2005-05-12;2005-05-12;10189,480469;11077,94043;5948,700195
2005-05-13;2005-05-13;10140,120117;11049,110352;5943
2005-05-17;2005-05-17;10331,879883;10825,389648;5945,100098
2005-05-18;2005-05-18;10464,450195;10835,410156;5996,899902
2005-05-19;2005-05-19;10493,19043;11077,160156;6017,799805
2005-05-20;2005-05-20;10471,910156;11037,290039;6023,100098
2005-05-23;2005-05-23;10523,55957;11158,650391;6038,600098
2005-05-24;2005-05-24;10503,679688;11133,650391;6080
2005-05-25;2005-05-25;10457,799805;11014,429688;6095,100098
2005-05-26;2005-05-26;10537,599609;11027,94043;6138,200195
2005-05-27;2005-05-27;10542,549805;11192,330078;6160,799805
2005-05-31;2005-05-31;10467,480469;11276,589844;6127,200195
2005-06-01;2005-06-01;10549,870117;11329,669922;6210,299805
2005-06-02;2005-06-02;10553,490234;11280,049805;6228,700195
2005-06-03;2005-06-03;10460,969727;11300,049805;6210,299805
2005-06-06;2005-06-06;10467,030273;11270,620117;6186
2005-06-07;2005-06-07;10483,070313;11217,450195;6237,399902
2005-06-08;2005-06-08;10476,860352;11281,030273;6236,700195
2005-06-09;2005-06-09;10503,019531;11160,879883;6244,700195
2005-06-10;2005-06-10;10512,629883;11304,230469;6239,399902
2005-06-13;2005-06-13;10522,55957;11311,509766;6266,200195
2005-06-14;2005-06-14;10547,570313;11335,919922;6268,399902
2005-06-15;2005-06-15;10566,370117;11415,879883;6257,100098
2005-06-16;2005-06-16;10578,650391;11416,379883;6257,799805
2005-06-17;2005-06-17;10623,070313;11514,030273;6263,5
2005-06-20;2005-06-20;10609,099609;11483,349609;6236,799805
2005-06-21;2005-06-21;10599,669922;11488,740234;6294,100098
2005-06-22;2005-06-22;10587,929688;11547,280273;6286,899902
2005-06-23;2005-06-23;10421,44043;11576,75;6273,700195
2005-06-24;2005-06-24;10297,830078;11537,030273;6223,200195
2005-06-27;2005-06-27;10290,780273;11414,280273;6191,100098
2005-06-28;2005-06-28;10405,629883;11513,830078;6208,600098
2005-06-29;2005-06-29;10374,480469;11577,44043;6261,200195
2005-06-30;2005-06-30;10274,969727;11584,009766;6253,100098
2005-07-01;2005-07-01;10303,44043;11630,129883;6279,799805
2005-07-05;2005-07-05;10371,799805;11616,700195;6282,799805
2005-07-06;2005-07-06;10270,679688;11603,530273;6309
2005-07-07;2005-07-07;10302,290039;11590,139648;6250,600098
2005-07-08;2005-07-08;10449,139648;11565,990234;6312,200195
