;"Day";"DJIA.Close";"N225.Close";"SSMI.Close"
2008-07-08;2008-07-08;11384,209961;13033,099609;6788,129883
2008-07-09;2008-07-09;11147,44043;13052,129883;6921,439941
2008-07-10;2008-07-10;11229,019531;13067,209961;6803,069824
2008-07-11;2008-07-11;11100,540039;13039,69043;6638,890137
2008-07-14;2008-07-14;11055,19043;13010,160156;6675,259766
2008-07-15;2008-07-15;10962,540039;12754,55957;6561,97998
2008-07-16;2008-07-16;11239,280273;12760,799805;6583,490234
2008-07-17;2008-07-17;11446,660156;12887,950195;6739,160156
2008-07-18;2008-07-18;11496,570313;12803,700195;6827,310059
2008-07-22;2008-07-22;11602,5;13184,959961;6922,25
2008-07-23;2008-07-23;11632,379883;13312,929688;7058,240234
2008-07-24;2008-07-24;11349,280273;13603,30957;7056,930176
2008-07-25;2008-07-25;11370,69043;13334,759766;7015,029785
2008-07-28;2008-07-28;11131,080078;13353,780273;6968,930176
2008-07-29;2008-07-29;11397,55957;13159,450195;6993,299805
2008-07-30;2008-07-30;11583,69043;13367,790039;7108,910156
2008-07-31;2008-07-31;11378,019531;13376,80957;7141,209961
2008-08-04;2008-08-04;11284,150391;12933,179688;7078,220215
2008-08-05;2008-08-05;11615,769531;12914,660156;7190,779785
2008-08-06;2008-08-06;11656,070313;13254,889648;7209,339844
2008-08-07;2008-08-07;11431,429688;13124,990234;7182,069824
2008-08-08;2008-08-08;11734,320313;13168,410156;7262,100098
2008-08-11;2008-08-11;11782,349609;13430,910156;7337,72998
2008-08-12;2008-08-12;11642,469727;13303,599609;7301,839844
2008-08-13;2008-08-13;11532,959961;13023,049805;7193,5
2008-08-14;2008-08-14;11615,929688;12956,799805;7206,459961
2008-08-15;2008-08-15;11659,900391;13019,410156;7235,930176
2008-08-18;2008-08-18;11479,389648;13165,450195;7231,399902
2008-08-19;2008-08-19;11348,549805;12865,049805;7115,180176
2008-08-20;2008-08-20;11417,429688;12851,69043;7100,009766
2008-08-21;2008-08-21;11430,209961;12752,209961;7000,529785
2008-08-22;2008-08-22;11628,05957;12666,040039;7094,120117
2008-08-25;2008-08-25;11386,25;12878,660156;7062,580078
2008-08-26;2008-08-26;11412,870117;12778,709961;7093,720215
2008-08-27;2008-08-27;11502,509766;12752,959961;7086,640137
2008-08-28;2008-08-28;11715,179688;12768,25;7190,399902
2008-08-29;2008-08-29;11543,549805;13072,870117;7238,740234
2008-09-02;2008-09-02;11516,919922;12609,469727;7298,589844
2008-09-03;2008-09-03;11532,879883;12689,589844;7256,629883
2008-09-04;2008-09-04;11188,230469;12557,660156;7084,649902
2008-09-05;2008-09-05;11220,959961;12212,230469;6976,589844
2008-09-08;2008-09-08;11510,740234;12624,459961;7177,419922
2008-09-09;2008-09-09;11230,730469;12400,650391;7189,450195
2008-09-10;2008-09-10;11268,919922;12346,629883;7121,430176
2008-09-11;2008-09-11;11433,709961;12102,5;7071,25
2008-09-12;2008-09-12;11421,990234;12214,759766;7215,5
2008-09-16;2008-09-16;11059,019531;11609,719727;6732,930176
2008-09-17;2008-09-17;10609,660156;11749,790039;6654,330078
2008-09-18;2008-09-18;11019,69043;11489,299805;6623,25
2008-09-19;2008-09-19;11388,44043;11920,860352;7025,169922
2008-09-22;2008-09-22;11015,69043;12090,589844;6887,390137
2008-09-24;2008-09-24;10825,169922;12115,030273;6780,339844
2008-09-25;2008-09-25;11022,05957;12006,530273;6945,490234
2008-09-26;2008-09-26;11143,129883;11893,160156;6815,52002
2008-09-29;2008-09-29;10365,450195;11743,610352;6500,129883
2008-09-30;2008-09-30;10850,660156;11259,860352;6654,890137
2008-10-01;2008-10-01;10831,070313;11368,259766;6727,629883
2008-10-02;2008-10-02;10482,849609;11154,759766;6730,939941
2008-10-03;2008-10-03;10325,379883;10938,139648;6879,819824
2008-10-06;2008-10-06;9955,5;10473,089844;6458,720215
2008-10-07;2008-10-07;9447,110352;10155,900391;6427,759766
2008-10-08;2008-10-08;9258,099609;9203,320313;6073,450195
2008-10-09;2008-10-09;8579,19043;9157,490234;5798,839844
2008-10-10;2008-10-10;8451,19043;8276,429688;5347,220215
2008-10-14;2008-10-14;9310,990234;9447,570313;6260,220215
2008-10-15;2008-10-15;8577,910156;9547,469727;5911,169922
2008-10-16;2008-10-16;8979,259766;8458,450195;5718,529785
2008-10-17;2008-10-17;8852,219727;8693,820313;6099,620117
2008-10-20;2008-10-20;9265,429688;9005,589844;6216,459961
2008-10-21;2008-10-21;9045,209961;9306,25;6185,47998
2008-10-22;2008-10-22;8519,209961;8674,69043;5925,459961
2008-10-23;2008-10-23;8691,25;8460,980469;5893,72998
2008-10-24;2008-10-24;8378,950195;7649,080078;5675,089844
2008-10-27;2008-10-27;8175,77002;7162,899902;5500,939941
2008-10-28;2008-10-28;9065,120117;7621,919922;5538,540039
2008-10-29;2008-10-29;8990,959961;8211,900391;5880,569824
2008-10-30;2008-10-30;9180,69043;9029,759766;5842,339844
2008-10-31;2008-10-31;9325,009766;8576,980469;6153,209961
2008-11-04;2008-11-04;9625,280273;9114,599609;6399,97998
2008-11-05;2008-11-05;9139,269531;9521,240234;6177,149902
2008-11-06;2008-11-06;8695,790039;8899,139648;5924,899902
2008-11-07;2008-11-07;8943,80957;8583;6008,160156
2008-11-10;2008-11-10;8870,540039;9081,429688;6090,620117
2008-11-11;2008-11-11;8693,959961;8809,299805;5880,790039
2008-11-12;2008-11-12;8282,660156;8695,509766;5702,859863
2008-11-13;2008-11-13;8835,25;8238,639648;5740,040039
2008-11-14;2008-11-14;8497,30957;8462,389648;5834,75
2008-11-17;2008-11-17;8273,580078;8522,580078;5646,430176
2008-11-18;2008-11-18;8424,75;8328,410156;5675,580078
2008-11-19;2008-11-19;7997,279785;8273,219727;5524,060059
2008-11-20;2008-11-20;7552,290039;7703,040039;5306,100098
2008-11-21;2008-11-21;8046,419922;7910,790039;5144,02002
2008-11-25;2008-11-25;8479,469727;8323,929688;5478,390137
2008-11-26;2008-11-26;8726,610352;8213,219727;5498,560059
2008-11-28;2008-11-28;8829,040039;8512,269531;5816,600098
2008-12-01;2008-12-01;8149,089844;8397,219727;5527,580078
2008-12-02;2008-12-02;8419,089844;7863,689941;5537,589844
2008-12-03;2008-12-03;8591,69043;8004,100098;5604,22998
2008-12-04;2008-12-04;8376,240234;7924,240234;5649,140137
2008-12-05;2008-12-05;8635,419922;7917,509766;5530,839844
2008-12-08;2008-12-08;8934,179688;8329,049805;5818,819824
2008-12-09;2008-12-09;8691,330078;8395,870117;5845,560059
2008-12-10;2008-12-10;8761,419922;8660,240234;5751,910156
2008-12-11;2008-12-11;8565,089844;8720,549805;5729,850098
2008-12-12;2008-12-12;8629,679688;8235,870117;5636,169922
2008-12-15;2008-12-15;8564,530273;8664,660156;5526,540039
2008-12-16;2008-12-16;8924,139648;8568,019531;5567,140137
2008-12-17;2008-12-17;8824,339844;8612,519531;5548,200195
2008-12-18;2008-12-18;8604,990234;8667,230469;5515,049805
2008-12-19;2008-12-19;8579,110352;8588,519531;5459,859863
2008-12-22;2008-12-22;8519,69043;8723,780273;5419,52002
2008-12-24;2008-12-24;8468,480469;8517,099609;5399,580078
2008-12-29;2008-12-29;8483,929688;8747,169922;5464,959961
2009-01-05;2009-01-05;8952,889648;9043,120117;5756,089844
2009-01-06;2009-01-06;9015,099609;9080,839844;5799,310059
2009-01-07;2009-01-07;8769,700195;9239,240234;5761,689941
2009-01-08;2009-01-08;8742,459961;8876,419922;5751,069824
2009-01-09;2009-01-09;8599,179688;8836,799805;5697,240234
2009-01-13;2009-01-13;8448,55957;8413,910156;5534,330078
2009-01-14;2009-01-14;8200,139648;8438,450195;5378,810059
2009-01-15;2009-01-15;8212,490234;8023,310059;5382,439941
2009-01-16;2009-01-16;8281,219727;8230,150391;5435,540039
2009-01-20;2009-01-20;7949,089844;8065,790039;5321
2009-01-21;2009-01-21;8228,099609;7901,640137;5304,169922
2009-01-22;2009-01-22;8122,799805;8051,740234;5329,439941
2009-01-23;2009-01-23;8077,560059;7745,25;5306,910156
2009-01-26;2009-01-26;8116,029785;7682,140137;5417,069824
2009-01-27;2009-01-27;8174,72998;8061,069824;5348,910156
2009-01-28;2009-01-28;8375,450195;8106,290039;5417,930176
2009-01-29;2009-01-29;8149,009766;8251,240234;5272,899902
2009-01-30;2009-01-30;8000,859863;7994,049805;5290,049805
2009-02-02;2009-02-02;7936,830078;7873,97998;5166,959961
2009-02-03;2009-02-03;8078,359863;7825,509766;5217,609863
2009-02-04;2009-02-04;7956,660156;8038,939941;5225,459961
2009-02-05;2009-02-05;8063,069824;7949,649902;5106,850098
2009-02-06;2009-02-06;8280,589844;8076,620117;5123,089844
2009-02-09;2009-02-09;8270,870117;7969,029785;5158,5
2009-02-10;2009-02-10;7888,879883;7945,939941;5144,689941
2009-02-12;2009-02-12;7932,759766;7705,359863;5106,669922
2009-02-13;2009-02-13;7850,410156;7779,399902;5126,839844
2009-02-17;2009-02-17;7552,600098;7645,509766;4941,310059
2009-02-18;2009-02-18;7555,629883;7534,439941;4955,470215
2009-02-19;2009-02-19;7465,950195;7557,649902;4990,52002
2009-02-20;2009-02-20;7365,669922;7416,379883;4851,209961
2009-02-23;2009-02-23;7114,779785;7376,160156;4797,120117
2009-02-24;2009-02-24;7350,939941;7268,560059;4723,02002
2009-02-25;2009-02-25;7270,890137;7461,220215;4702,5
2009-02-26;2009-02-26;7182,080078;7457,930176;4770,779785
2009-02-27;2009-02-27;7062,930176;7568,419922;4690,669922
2009-03-02;2009-03-02;6763,290039;7280,149902;4438,27002
2009-03-03;2009-03-03;6726,02002;7229,720215;4358
2009-03-04;2009-03-04;6875,839844;7290,959961;4463,669922
2009-03-05;2009-03-05;6594,439941;7433,490234;4390,180176
2009-03-06;2009-03-06;6626,939941;7173,100098;4311,609863
2009-03-09;2009-03-09;6547,049805;7086,029785;4307,669922
2009-03-10;2009-03-10;6926,490234;7054,97998;4512,549805
2009-03-11;2009-03-11;6930,399902;7376,120117;4576,970215
2009-03-12;2009-03-12;7170,060059;7198,25;4645,779785
2009-03-13;2009-03-13;7223,97998;7569,279785;4726,740234
2009-03-16;2009-03-16;7216,970215;7704,149902;4816,430176
2009-03-17;2009-03-17;7395,700195;7949,129883;4813,779785
2009-03-18;2009-03-18;7486,580078;7972,169922;4783,319824
2009-03-19;2009-03-19;7400,799805;7945,959961;4794,629883
2009-03-23;2009-03-23;7775,859863;8215,530273;4931,069824
2009-03-24;2009-03-24;7660,209961;8488,299805;4923,660156
2009-03-25;2009-03-25;7749,810059;8479,990234;4970,379883
2009-03-26;2009-03-26;7924,560059;8636,330078;4966,740234
2009-03-27;2009-03-27;7776,180176;8626,969727;4872,330078
2009-03-30;2009-03-30;7522,02002;8236,080078;4745,759766
2009-03-31;2009-03-31;7608,919922;8109,529785;4927,430176
2009-04-01;2009-04-01;7761,600098;8351,910156;5014,899902
2009-04-02;2009-04-02;7978,080078;8719,780273;5178,529785
2009-04-03;2009-04-03;8017,589844;8749,839844;5042,990234
2009-04-06;2009-04-06;7975,850098;8857,929688;5002,080078
2009-04-07;2009-04-07;7789,560059;8832,849609;4974,200195
2009-04-08;2009-04-08;7837,109863;8595,009766;4999,799805
2009-04-09;2009-04-09;8083,379883;8916,05957;5070,600098
2009-04-14;2009-04-14;7920,180176;8842,679688;5099,319824
2009-04-15;2009-04-15;8029,620117;8742,959961;5065,430176
2009-04-16;2009-04-16;8125,430176;8755,259766;5163,950195
2009-04-17;2009-04-17;8131,330078;8907,580078;5192,629883
2009-04-20;2009-04-20;7841,72998;8924,75;5065,180176
2009-04-21;2009-04-21;7969,560059;8711,330078;5076,720215
2009-04-22;2009-04-22;7886,569824;8727,299805;5063,700195
2009-04-23;2009-04-23;7957,060059;8847,009766;5023,899902
2009-04-24;2009-04-24;8076,290039;8707,990234;5113,049805
2009-04-27;2009-04-27;8025;8726,339844;5175,970215
2009-04-28;2009-04-28;8016,950195;8493,769531;5109,089844
2009-04-30;2009-04-30;8168,120117;8828,259766;5225,919922
2009-05-07;2009-05-07;8409,849609;9385,700195;5325,629883
2009-05-08;2009-05-08;8574,650391;9432,830078;5391,009766
2009-05-11;2009-05-11;8418,769531;9451,980469;5358,939941
2009-05-12;2009-05-12;8469,110352;9298,610352;5346,029785
2009-05-13;2009-05-13;8284,889648;9340,490234;5277,370117
2009-05-14;2009-05-14;8331,320313;9093,730469;5360
2009-05-15;2009-05-15;8268,639648;9265,019531;5350,669922
2009-05-18;2009-05-18;8504,080078;9038,69043;5435,120117
2009-05-19;2009-05-19;8474,849609;9290,290039;5498,799805
2009-05-20;2009-05-20;8422,040039;9344,639648;5509,27002
2009-05-22;2009-05-22;8277,320313;9225,80957;5409,259766
2009-05-26;2009-05-26;8473,490234;9310,80957;5431,27002
2009-05-27;2009-05-27;8300,019531;9438,769531;5419,419922
2009-05-28;2009-05-28;8403,799805;9451,389648;5350,589844
2009-05-29;2009-05-29;8500,330078;9522,5;5349,740234
2009-06-02;2009-06-02;8740,870117;9704,30957;5432,220215
2009-06-03;2009-06-03;8675,240234;9741,669922;5384,709961
2009-06-04;2009-06-04;8750,240234;9668,959961;5422,209961
2009-06-05;2009-06-05;8763,129883;9768,009766;5398,899902
2009-06-08;2009-06-08;8764,490234;9865,629883;5391,720215
2009-06-09;2009-06-09;8763,05957;9786,820313;5388,669922
2009-06-10;2009-06-10;8739,019531;9991,490234;5436,390137
2009-06-11;2009-06-11;8770,919922;9981,330078;5483,850098
2009-06-12;2009-06-12;8799,259766;10135,820313;5521,839844
2009-06-15;2009-06-15;8612,129883;10039,669922;5400,149902
2009-06-16;2009-06-16;8504,669922;9752,879883;5377,100098
2009-06-17;2009-06-17;8497,179688;9840,849609;5302,290039
2009-06-18;2009-06-18;8555,599609;9703,719727;5376,839844
2009-06-19;2009-06-19;8539,730469;9786,259766;5421,589844
2009-06-22;2009-06-22;8339,009766;9826,269531;5310,370117
2009-06-23;2009-06-23;8322,910156;9549,610352;5321,310059
2009-06-24;2009-06-24;8299,860352;9590,320313;5443,419922
2009-06-25;2009-06-25;8472,400391;9796,080078;5361,299805
2009-06-26;2009-06-26;8438,389648;9877,389648;5375,990234
2009-06-29;2009-06-29;8529,379883;9783,469727;5443,450195
2009-06-30;2009-06-30;8447;9958,44043;5403,970215
2009-07-01;2009-07-01;8504,05957;9939,929688;5472,939941
2009-07-02;2009-07-02;8280,740234;9876,150391;5355,22998
2009-07-06;2009-07-06;8324,870117;9680,870117;5354,149902
2009-07-07;2009-07-07;8163,600098;9647,790039;5329,200195
2009-07-08;2009-07-08;8178,410156;9420,75;5289,390137
2009-07-09;2009-07-09;8183,169922;9291,05957;5305,390137
2009-07-10;2009-07-10;8146,52002;9287,280273;5237,810059
2009-07-13;2009-07-13;8331,679688;9050,330078;5315,290039
2009-07-14;2009-07-14;8359,490234;9261,80957;5365,049805
2009-07-15;2009-07-15;8616,209961;9269,25;5473,330078
2009-07-16;2009-07-16;8711,820313;9344,160156;5538,569824
2009-07-17;2009-07-17;8743,94043;9395,320313;5594,140137
2009-07-21;2009-07-21;8915,94043;9652,019531;5636,189941
2009-07-22;2009-07-22;8881,259766;9723,160156;5637,02002
2009-07-23;2009-07-23;9069,290039;9792,94043;5765,509766
2009-07-24;2009-07-24;9093,240234;9944,549805;5760,899902
2009-07-27;2009-07-27;9108,509766;10088,660156;5774,890137
2009-07-28;2009-07-28;9096,719727;10087,259766;5762,799805
2009-07-29;2009-07-29;9070,719727;10113,240234;5787,189941
2009-07-30;2009-07-30;9154,459961;10165,209961;5932,620117
2009-07-31;2009-07-31;9171,610352;10356,830078;5950,689941
2009-08-03;2009-08-03;9286,55957;10352,469727;5967,430176
2009-08-04;2009-08-04;9320,19043;10375,009766;5939,779785
2009-08-05;2009-08-05;9280,969727;10252,530273;5911,910156
2009-08-06;2009-08-06;9256,259766;10388,089844;5968,080078
2009-08-07;2009-08-07;9370,070313;10412,089844;6026,399902
2009-08-10;2009-08-10;9337,950195;10524,259766;6007,549805
2009-08-11;2009-08-11;9241,450195;10585,459961;5949,97998
2009-08-12;2009-08-12;9361,610352;10435;5962,490234
2009-08-13;2009-08-13;9398,19043;10517,19043;5986,720215
2009-08-14;2009-08-14;9321,400391;10597,330078;5985,299805
2009-08-17;2009-08-17;9135,339844;10268,610352;5883,700195
2009-08-18;2009-08-18;9217,94043;10284,959961;5953,75
2009-08-19;2009-08-19;9279,160156;10204;5980,790039
2009-08-20;2009-08-20;9350,049805;10383,410156;6032,049805
2009-08-21;2009-08-21;9505,959961;10238,200195;6139,799805
2009-08-24;2009-08-24;9509,280273;10581,049805;6194,390137
2009-08-25;2009-08-25;9539,290039;10497,360352;6200,850098
2009-08-26;2009-08-26;9543,519531;10639,709961;6176,970215
2009-08-27;2009-08-27;9580,629883;10473,969727;6169,189941
2009-08-28;2009-08-28;9544,200195;10534,139648;6211,580078
2009-08-31;2009-08-31;9496,280273;10492,530273;6217,120117
2009-09-02;2009-09-02;9280,669922;10280,459961;6089,240234
2009-09-03;2009-09-03;9344,610352;10214,639648;6073,720215
2009-09-04;2009-09-04;9441,269531;10187,110352;6119,069824
2009-09-08;2009-09-08;9497,339844;10393,230469;6194,720215
2009-09-09;2009-09-09;9547,219727;10312,139648;6202,040039
2009-09-10;2009-09-10;9627,480469;10513,669922;6208,430176
2009-09-11;2009-09-11;9605,410156;10444,330078;6232,990234
2009-09-14;2009-09-14;9626,799805;10202,05957;6225,640137
2009-09-15;2009-09-15;9683,410156;10217,620117;6213,189941
2009-09-16;2009-09-16;9791,709961;10270,769531;6299,910156
2009-09-17;2009-09-17;9783,919922;10443,799805;6317,720215
2009-09-18;2009-09-18;9820,200195;10370,540039;6325,149902
2009-09-24;2009-09-24;9707,44043;10544,219727;6275,439941
2009-09-25;2009-09-25;9665,19043;10265,980469;6236,910156
2009-09-28;2009-09-28;9789,360352;10009,519531;6289,27002
2009-09-29;2009-09-29;9742,200195;10100,200195;6316,720215
2009-09-30;2009-09-30;9712,280273;10133,230469;6323,180176
2009-10-01;2009-10-01;9509,280273;9978,639648;6255,169922
2009-10-02;2009-10-02;9487,669922;9731,870117;6150,169922
2009-10-05;2009-10-05;9599,75;9674,490234;6162,899902
2009-10-06;2009-10-06;9731,25;9691,799805;6277,160156
2009-10-07;2009-10-07;9725,580078;9799,599609;6260,149902
2009-10-08;2009-10-08;9786,870117;9832,469727;6305,799805
2009-10-09;2009-10-09;9864,94043;10016,389648;6291,640137
2009-10-13;2009-10-13;9871,05957;10076,55957;6321,259766
2009-10-14;2009-10-14;10015,860352;10060,209961;6405,919922
2009-10-15;2009-10-15;10062,94043;10238,650391;6383,189941
2009-10-16;2009-10-16;9995,910156;10257,55957;6345,259766
2009-10-19;2009-10-19;10092,19043;10236,509766;6436,370117
2009-10-20;2009-10-20;10041,480469;10336,839844;6427,290039
2009-10-21;2009-10-21;9949,360352;10333,389648;6434,660156
2009-10-22;2009-10-22;10081,30957;10267,169922;6405,910156
2009-10-23;2009-10-23;9972,179688;10282,990234;6378,060059
2009-10-26;2009-10-26;9867,959961;10362,620117;6303,350098
2009-10-27;2009-10-27;9882,169922;10212,459961;6367,970215
2009-10-28;2009-10-28;9762,69043;10075,049805;6279,939941
2009-10-29;2009-10-29;9962,580078;9891,099609;6351,27002
2009-10-30;2009-10-30;9712,730469;10034,740234;6285,759766
2009-11-02;2009-11-02;9789,44043;9802,950195;6291,220215
2009-11-04;2009-11-04;9802,139648;9844,30957;6267,109863
2009-11-05;2009-11-05;10005,959961;9717,44043;6285,200195
2009-11-06;2009-11-06;10023,419922;9789,349609;6293,609863
2009-11-09;2009-11-09;10226,94043;9808,990234;6385,140137
2009-11-10;2009-11-10;10246,969727;9870,730469;6369,100098
2009-11-11;2009-11-11;10291,259766;9871,679688;6374,700195
2009-11-12;2009-11-12;10197,469727;9804,490234;6355,759766
2009-11-13;2009-11-13;10270,469727;9770,30957;6351,080078
2009-11-16;2009-11-16;10406,959961;9791,179688;6422,810059
2009-11-17;2009-11-17;10437,419922;9729,929688;6376,399902
2009-11-18;2009-11-18;10426,30957;9676,799805;6368,970215
2009-11-19;2009-11-19;10332,44043;9549,469727;6286,810059
2009-11-20;2009-11-20;10318,160156;9497,679688;6277,459961
2009-11-24;2009-11-24;10433,709961;9401,580078;6397,529785
2009-11-25;2009-11-25;10464,400391;9441,639648;6422,200195
2009-11-27;2009-11-27;10309,919922;9081,519531;6336,660156
2009-11-30;2009-11-30;10344,839844;9345,549805;6260,950195
2009-12-01;2009-12-01;10471,580078;9572,200195;6372,080078
2009-12-02;2009-12-02;10452,679688;9608,94043;6386,540039
2009-12-03;2009-12-03;10366,150391;9977,669922;6444,080078
2009-12-04;2009-12-04;10388,900391;10022,589844;6501,160156
2009-12-07;2009-12-07;10390,110352;10167,599609;6470,609863
2009-12-08;2009-12-08;10285,969727;10140,469727;6399,740234
2009-12-09;2009-12-09;10337,049805;10004,719727;6351,709961
2009-12-10;2009-12-10;10405,830078;9862,820313;6410,640137
2009-12-11;2009-12-11;10471,5;10107,870117;6411,580078
2009-12-14;2009-12-14;10501,049805;10105,679688;6433,089844
2009-12-15;2009-12-15;10452;10083,480469;6439,399902
2009-12-16;2009-12-16;10441,120117;10177,410156;6532,319824
2009-12-17;2009-12-17;10308,259766;10163,799805;6489,22998
2009-12-18;2009-12-18;10328,889648;10142,049805;6464,319824
2009-12-21;2009-12-21;10414,139648;10183,469727;6504,439941
2009-12-22;2009-12-22;10464,929688;10378,030273;6582,899902
2009-12-24;2009-12-24;10520,099609;10536,919922;6579,97998
2009-12-28;2009-12-28;10547,080078;10634,230469;6591,009766
2009-12-29;2009-12-29;10545,410156;10638,05957;6608,52002
2009-12-30;2009-12-30;10548,509766;10546,44043;6545,910156
2010-01-04;2010-01-04;10583,959961;10654,790039;6631,439941
2010-01-05;2010-01-05;10572,019531;10681,830078;6579,259766
2010-01-06;2010-01-06;10573,679688;10731,450195;6559,410156
2010-01-07;2010-01-07;10606,860352;10681,660156;6555,359863
2010-01-08;2010-01-08;10618,19043;10798,320313;6617,879883
2010-01-12;2010-01-12;10627,259766;10879,139648;6541,899902
2010-01-13;2010-01-13;10680,769531;10735,030273;6554,549805
2010-01-14;2010-01-14;10710,549805;10907,679688;6627,419922
2010-01-15;2010-01-15;10609,650391;10982,099609;6576,02002
2010-01-19;2010-01-19;10725,429688;10764,900391;6633,859863
2010-01-20;2010-01-20;10603,150391;10737,519531;6586,529785
2010-01-21;2010-01-21;10389,879883;10868,410156;6578,950195
2010-01-22;2010-01-22;10172,980469;10590,549805;6493,959961
2010-01-25;2010-01-25;10196,860352;10512,69043;6451,299805
2010-01-26;2010-01-26;10194,290039;10325,280273;6484,22998
2010-01-27;2010-01-27;10236,160156;10252,080078;6473,029785
2010-01-28;2010-01-28;10120,459961;10414,290039;6442,410156
2010-01-29;2010-01-29;10067,330078;10198,040039;6440,720215
2010-02-01;2010-02-01;10185,530273;10205,019531;6496,330078
2010-02-02;2010-02-02;10296,849609;10371,089844;6550,120117
2010-02-03;2010-02-03;10270,549805;10404,330078;6553,799805
2010-02-04;2010-02-04;10002,179688;10355,980469;6396,509766
2010-02-05;2010-02-05;10012,230469;10057,089844;6264,330078
2010-02-08;2010-02-08;9908,389648;9951,820313;6347,140137
2010-02-09;2010-02-09;10058,639648;9932,900391;6314,75
2010-02-10;2010-02-10;10038,379883;9963,990234;6333,990234
2010-02-12;2010-02-12;10099,139648;10092,19043;6416,200195
2010-02-16;2010-02-16;10268,80957;10034,25;6497,660156
2010-02-17;2010-02-17;10309,240234;10306,830078;6567,600098
2010-02-18;2010-02-18;10392,900391;10335,69043;6637,290039
2010-02-19;2010-02-19;10402,349609;10123,580078;6709,680176
2010-02-22;2010-02-22;10383,379883;10400,469727;6687,410156
2010-02-23;2010-02-23;10282,410156;10352,099609;6649,089844
2010-02-24;2010-02-24;10374,160156;10198,830078;6687,950195
2010-02-25;2010-02-25;10321,030273;10101,959961;6643,959961
2010-02-26;2010-02-26;10325,259766;10126,030273;6710,990234
2010-03-01;2010-03-01;10403,790039;10172,05957;6791,47998
2010-03-02;2010-03-02;10405,980469;10221,839844;6820,040039
2010-03-03;2010-03-03;10396,759766;10253,139648;6813,160156
2010-03-04;2010-03-04;10444,139648;10145,719727;6804,870117
2010-03-05;2010-03-05;10566,200195;10368,959961;6847,779785
2010-03-08;2010-03-08;10552,519531;10585,919922;6851,200195
2010-03-09;2010-03-09;10564,379883;10567,650391;6868,319824
2010-03-10;2010-03-10;10567,330078;10563,919922;6873,589844
2010-03-11;2010-03-11;10611,839844;10664,950195;6851,72998
2010-03-12;2010-03-12;10624,69043;10751,259766;6836,600098
2010-03-15;2010-03-15;10642,150391;10751,980469;6825,100098
2010-03-16;2010-03-16;10685,980469;10721,709961;6874,430176
2010-03-17;2010-03-17;10733,669922;10846,980469;6892,009766
2010-03-18;2010-03-18;10779,169922;10744,030273;6897,740234
2010-03-19;2010-03-19;10741,980469;10824,719727;6880,759766
2010-03-23;2010-03-23;10888,830078;10774,150391;6877,160156
2010-03-24;2010-03-24;10836,150391;10815,030273;6879,950195
2010-03-25;2010-03-25;10841,209961;10828,849609;6894,169922
2010-03-26;2010-03-26;10850,360352;10996,370117;6838,950195
2010-03-29;2010-03-29;10895,860352;10986,469727;6850,580078
2010-03-30;2010-03-30;10907,419922;11097,139648;6871,419922
2010-03-31;2010-03-31;10856,629883;11089,94043;6873,370117
2010-04-01;2010-04-01;10927,070313;11244,400391;6888,919922
2010-04-06;2010-04-06;10969,990234;11282,320313;6886,209961
2010-04-07;2010-04-07;10897,519531;11292,830078;6843,490234
2010-04-08;2010-04-08;10927,070313;11168,200195;6791,009766
2010-04-09;2010-04-09;10997,349609;11204,339844;6888,970215
2010-04-12;2010-04-12;11005,969727;11251,900391;6910,959961
2010-04-13;2010-04-13;11019,419922;11161,230469;6885,859863
2010-04-14;2010-04-14;11123,110352;11204,900391;6916,589844
2010-04-15;2010-04-15;11144,570313;11273,790039;6967,560059
2010-04-16;2010-04-16;11018,660156;11102,179688;6893,689941
2010-04-19;2010-04-19;11092,049805;10908,769531;6803,680176
2010-04-20;2010-04-20;11117,05957;10900,679688;6841,910156
2010-04-21;2010-04-21;11124,919922;11090,049805;6814,709961
2010-04-22;2010-04-22;11134,290039;10949,089844;6720,089844
2010-04-23;2010-04-23;11204,280273;10914,459961;6767,970215
2010-04-26;2010-04-26;11205,030273;11165,790039;6803,740234
2010-04-27;2010-04-27;10991,990234;11212,660156;6667,470215
2010-04-28;2010-04-28;11045,269531;10924,790039;6576,390137
2010-04-30;2010-04-30;11008,610352;11057,400391;6616,819824
2010-05-06;2010-05-06;10520,320313;10695,69043;6387,52002
2010-05-07;2010-05-07;10380,429688;10364,589844;6205,629883
2010-05-10;2010-05-10;10785,139648;10530,700195;6481,950195
2010-05-11;2010-05-11;10748,259766;10411,099609;6509
2010-05-12;2010-05-12;10896,910156;10394,030273;6575,049805
2010-05-14;2010-05-14;10620,160156;10462,509766;6428,680176
2010-05-17;2010-05-17;10625,830078;10235,759766;6428,859863
2010-05-18;2010-05-18;10510,950195;10242,639648;6470,839844
2010-05-19;2010-05-19;10444,370117;10186,839844;6374,430176
2010-05-20;2010-05-20;10068,009766;10030,30957;6262,419922
2010-05-21;2010-05-21;10193,389648;9784,540039;6206,589844
2010-05-25;2010-05-25;10043,75;9459,889648;6091,549805
2010-05-26;2010-05-26;9974,450195;9522,660156;6167,529785
2010-05-27;2010-05-27;10258,990234;9639,719727;6305,180176
2010-05-28;2010-05-28;10136,629883;9762,980469;6321,919922
2010-06-01;2010-06-01;10024,019531;9711,830078;6316,600098
2010-06-02;2010-06-02;10249,540039;9603,240234;6368,810059
2010-06-03;2010-06-03;10255,280273;9914,19043;6418,819824
